,country,Latitude,Longitude,count_of_articles_nyt,count_of_articles_zeit,ids_of_articles_nyt,ids_of_articles_zeit
186,Rwanda,-1.9646631,30.0644358,29.0,59.0,"['nyt://article/ce28eede-b722-5ea4-98ca-0844d67f8768', 'nyt://article/0f246c7f-0651-584f-8f4e-7c4d7a26675e', 'nyt://article/4a85656f-0a09-5627-bf30-f2f4c1de64ca', 'nyt://article/da198874-4d46-5562-9764-177b80cd0b7b', 'nyt://article/cc7591a8-31e5-5199-becc-0ddbc08185db', 'nyt://article/65e5a8a9-eb2b-552e-9a7e-d8841292eb2e', 'nyt://article/42a46de1-94a2-586b-92d6-08326bd66f87', 'nyt://article/a3fd08c1-e5b5-5902-8aef-7c9b324858ec', 'nyt://article/80a551bb-6626-51ea-9218-61d59bc07fa9', 'nyt://article/09e0da1e-871e-57ce-b825-991f46cb1e80', 'nyt://article/68ed5ab0-0f9d-55a4-a800-71b89bbcb28f', 'nyt://article/e88d421a-f191-582a-83d1-7cf8493b6987', 'nyt://article/ca5c970a-cf40-5b20-aa1f-9f8b5efb28cd', 'nyt://article/f5569785-35f3-53b1-95e1-7d0a06527539', 'nyt://article/45404c20-5006-51bc-99dc-cbcb347aad8b', 'nyt://article/6b7550fc-d9be-5b13-a9b9-965987b5adcb', 'nyt://article/af0929fb-f318-552e-996d-34e87c52910b', 'nyt://article/d99cfc89-dc6e-52cf-9e35-ba34454cd4ac', 'nyt://article/be52e475-dfa4-5634-bdd5-fdf4d2b69be0', 'nyt://article/fc918f71-0206-536b-ad5e-815d9dfed96a', 'nyt://article/c7eb43a4-20ee-5835-9d31-87e8fa190d1f', 'nyt://article/a7aeec8f-6abb-595d-bceb-08e77159f3c0', 'nyt://article/55bede30-61bc-5669-8594-9c62345ee90a', 'nyt://article/aa9a99e6-580e-5a07-9da4-2ee8ab9fc1d8', 'nyt://article/b9213516-78c2-534c-ab71-22e8a132f620', 'nyt://article/b57055b3-9b29-503e-aa25-54bce31b2fa7', 'nyt://article/603d6a58-210f-5552-8728-0cedd8c2144d', 'nyt://article/5351882f-1e1c-59de-aa20-155c94fcac61', 'nyt://article/f2d8fdc5-e573-553b-90d7-89dac4afd5ee']","['8383261052', '8084207730', '8150149499', '8095816715', '8091340817', '8108683564', '8197318244', '7962984184', '2024-01-226350974', '8105424957', '7944934730', '8036364548', '8098053316', '7953334889', '8094071302', '8110695896', '8174480887', '8092221388', '8383230120', '8252156683', '7914935375', '8064505254', '8064056956', '8348743161', '8392640311', '8347771228', '8037728659', '7935614590', '8212637169', '7938421542', '8106846965', '8347641886', '8060435426', '8067547432', '8351980777', '8093087423', '8067047236', '7976061645', '8150175811', '8328964939', '7999279659', '8348453807', '8104672042', '8081550858', '7958258308', '8184602088', '7937135268', '8181198696', '7969687191', '8348453806', '8347057038', '8093296993', '8011640414', '8177103048', '8092926443', '8065241964', '8104454261', '8127299416', '8095956266']"
187,Saint Lucia,13.8250489,-60.975036,5.0,0.0,"['nyt://article/f23647e3-6ff2-5af5-8bd4-6b3072ac4869', 'nyt://article/13242a65-a494-505a-b504-49c06a9d9166', 'nyt://interactive/7babbf8f-5f62-50c3-bc50-1735eff0f1e7', 'nyt://interactive/636b4868-03ad-5d85-8d10-7fd7c19f83fc', 'nyt://article/766aa0d0-a57d-5a60-8a6c-6d6d8d2150ad']",[]
188,Saint Vincent and the Grenadines,12.90447,-61.2765569,5.0,0.0,"['nyt://article/36b2116a-0dba-59dc-ad3a-5943b6c930a3', 'nyt://article/dbca2c1e-0c60-5e8a-a032-6e29e8425c40', 'nyt://article/8714d5bf-0e91-516e-96ba-a616cf26e67f', 'nyt://article/c3bed8d9-299c-5657-9173-432332d88177', 'nyt://article/23a3e591-b32e-503f-acbd-15bdc09a2f19']",[]
189,Samoa,-13.7693895,-172.12005,1.0,4.0,['nyt://article/0e259093-fee2-50e1-8ef3-64e951eecb8c'],"['8220309908', '8378164815', '8016600110', '8329926193']"
190,San Marino,,,0.0,3.0,[],"['8295728416', '8310052482', '8418741591']"
191,Saudi Arabia,25.6242618,42.3528328,97.0,88.0,"['nyt://article/80217a24-a7ee-502b-9c49-e021e75fe8c9', 'nyt://article/34e9d641-6176-56c9-b200-e81125fad405', 'nyt://article/0c4f0e05-105d-5a1b-b998-cdd61468ff4f', 'nyt://article/79abf018-9230-5a4f-8758-6867d0bb53c7', 'nyt://article/fb973c98-b29b-550a-96aa-b37765e83a66', 'nyt://article/c51b0615-a9b8-5350-aada-5702be133645', 'nyt://video/0906134c-9ca6-5eb8-9e86-8ffc3d2a4031', 'nyt://article/fdf52bd4-33bf-5483-bcd2-7b815e34e2e8', 'nyt://article/4db02671-1c0e-5b3e-9c95-645b54d2f8f7', 'nyt://article/79ca4a62-f51c-5987-bdbd-0ab18d097c66', 'nyt://article/9fa24cfc-f75a-51cd-ae42-9c11af7ea420', 'nyt://article/e63f5448-da9e-5782-b981-b7950fee5b13', 'nyt://article/4990e2bf-fed2-5e28-b528-a205a92552da', 'nyt://article/5feb4a21-6975-5f63-bd49-104e089ba555', 'nyt://article/e9c42f0d-d6ad-5421-a740-9698e130bff2', 'nyt://article/9f978b55-535f-5e02-a1b4-886c4ab4c631', 'nyt://article/5b461f20-56de-5d0a-85ff-5d5dda4204f5', 'nyt://article/7c153891-aa5c-5292-a66c-0a8b4043b299', 'nyt://article/629124ad-b9a7-55a7-8d13-bacb6d1b482a', 'nyt://article/542c583b-4e85-506e-b2fc-c68ba502835a', 'nyt://article/4f964625-01b6-508d-9258-beeff27a47f1', 'nyt://article/c4c0a729-63fb-595a-bf85-8269e35cc2f9', 'nyt://article/eab1c8fa-f7d5-53d7-b812-2487310892a7', 'nyt://article/43cab342-36e1-5920-9fc5-6333d23817c2', 'nyt://article/32aec128-0e6d-5eff-bdf6-8252c8fce666', 'nyt://article/ae7005bd-091a-5209-a00d-883a6adf1281', 'nyt://article/182dd888-a2ef-54c0-87b2-54b6e4b0a9b2', 'nyt://article/ecd5a3ff-3f2e-55bd-8e79-ebeeb48e863f', 'nyt://article/a177cdb2-d4cf-5767-9c44-08be338373e0', 'nyt://article/64e668c0-8b94-5716-82ad-996831cba096', 'nyt://article/55480b9c-eef5-5b15-830c-2eb5049863d2', 'nyt://article/9e2e47ff-244c-5d3f-8133-6fcd9edd1b9c', 'nyt://article/1eca91ba-61f1-577f-9608-55b60ca9f849', 'nyt://article/026ecb49-8d33-55d5-8d3a-010109931560', 'nyt://interactive/ddc0b0cf-9dbc-55fd-8cae-541abe3223c4', 'nyt://article/3864853d-652f-5a9b-ba19-2d379778f7b9', 'nyt://article/ba9338d9-024f-53a4-a47f-90d3fa632664', 'nyt://article/3864721b-252d-5f81-96da-6a4d5f439aa5', 'nyt://article/cf9acb06-32b2-5610-a23b-bd9e480c8147', 'nyt://article/58eb8c2c-eb37-554d-91ce-d86744ea0717', 'nyt://article/2093be55-0a8b-565e-82cb-d63ba29f80f8', 'nyt://article/ae00d20f-7418-52cb-849e-865da554eeb4', 'nyt://article/528a0d28-da7c-5dea-8218-931de80bbd89', 'nyt://article/0beaff4d-67b1-5a02-b95d-363a3711c9fc', 'nyt://article/18831e14-1c75-5c6b-be63-5bbcd73ab471', 'nyt://article/e72531fb-cb7e-5ecd-b2d2-b1e8da3c5d47', 'nyt://article/ee0d97ff-0961-585f-ac5f-0e623ea52644', 'nyt://article/2a509591-7b65-513b-8c3b-8da3587a37e3', 'nyt://article/96cb3395-68ea-5d8f-98b8-48dcea35c561', 'nyt://article/f917865c-6325-5e3b-aff2-9bb830d652a2', 'nyt://article/0e02cbb2-e251-5530-8b0c-7232e39cf458', 'nyt://article/fd262a5c-e9e2-5f43-bc76-6e08ab197b7c', 'nyt://article/3be0335f-891f-5f67-bbea-a501695bc8c3', 'nyt://article/58c2fbdf-a131-52c4-b437-f5cfff7b8168', 'nyt://article/3b1f7501-f162-5f63-a1ec-87803f272464', 'nyt://article/e1925331-8080-5754-b2a4-753f45230bbe', 'nyt://article/c535cea4-53ec-5604-9ff9-1cc3bf7d306c', 'nyt://article/493bf82b-16a7-527c-a7be-76ea99a4c7dd', 'nyt://article/93d2417f-32ec-5d4a-9ba6-383353149b75', 'nyt://article/5b9fc07e-d28d-548b-9fcd-f0bfb4551c1d', 'nyt://article/a2396475-48b2-5699-a313-3c0f78d7045c', 'nyt://article/d9ff806f-e678-5a78-ae14-5eb897460f68', 'nyt://article/08c2c483-717d-5c4d-b1aa-e7f9247d8feb', 'nyt://article/b7c6928b-de8b-5f51-89ef-012d42fe6d0d', 'nyt://article/937eb452-20ed-50eb-b32a-eae99467c729', 'nyt://article/b7be309f-4097-5773-bf78-89daadc5c448', 'nyt://article/e1e82e8e-2767-5df9-81d8-d0989e987e49', 'nyt://video/4c88dd83-7db5-5c1e-be1e-ed7c31e1e68c', 'nyt://article/007f3d4e-0c9e-5abe-bfb5-55a84db4efa0', 'nyt://article/183d2e4d-3fc8-5666-8aef-edaffea6148f', 'nyt://article/f26c38eb-01c0-5d9c-9838-42cd8fafa8c6', 'nyt://article/cc44f792-0135-55ac-8e7b-f78f22f5b328', 'nyt://article/0b16df62-9eba-5e67-a6dd-ae457d1362aa', 'nyt://video/383c3795-134b-5183-a0d1-7b2e874e0066', 'nyt://article/8ce479a4-b850-5c19-95db-7f749faa7527', 'nyt://article/792ae494-64d9-50a4-8350-e71146ff7cfd', 'nyt://article/639a640e-67ad-539a-9fee-4a46a8270fe3', 'nyt://article/fae45a4d-27c9-56e9-8ef9-92f49499f05f', 'nyt://article/131fb317-cb9c-590f-8130-8fbe5e15d7d0', 'nyt://video/d6af759b-5457-564b-980f-e04f9208f26c', 'nyt://article/1d187b3a-6a1b-5153-b851-4b0db37802bd', 'nyt://article/ff84962d-149b-5b89-b7ea-a1903ed381ee', 'nyt://article/8f4d89fc-c3f9-5053-9480-7524556f0dd7', 'nyt://article/a8acf88b-c2e4-5b69-af41-98e691cdc332', 'nyt://article/5af04e15-fd70-5a2a-9af1-aef0f858e535', 'nyt://article/3d887152-073b-572d-a0b0-3ab58fc02f33', 'nyt://article/138f9d16-9f61-587a-8b71-5b07fb991483', 'nyt://article/7240e033-0f0a-558e-8033-455f2163edba', 'nyt://article/572638ba-4431-534b-9002-cfac006ecad9', 'nyt://article/ee9827c8-bb2d-58ed-9d86-1938befe751c', 'nyt://article/932deea8-83c5-51d2-9bc8-32f4aa0ebf2c', 'nyt://article/c3141405-88f8-5720-987c-0dd380fef417', 'nyt://article/27079c25-189b-5140-8a79-1429a623c4bf', 'nyt://article/ff38b0c1-3cc0-539f-816c-3f1dd9620158', 'nyt://article/df39f071-31c5-5992-aaef-19f15a654350', 'nyt://article/17c16f0c-102d-5742-a7b7-54417909075f', 'nyt://article/887d4c41-8315-5527-aaaa-03f1abdac8ba']","['8308094914', '8470716599', '8445756863', '8469067787', '8470328973', '8442108120', '8467274591', '8273658141', '7966043706', '8443031035', '8369591294', '8088025355', '8075232253', '8467992570', '7923847893', '8468876209', '8192723344', '2024-03-279386927', '8146389529', '8191829918', '8421039417', '8377935379', '8421999449', '8468361093', '8026783836', '8004319883', '8469139377', '8467599955', '8451595238', '7923704431', '2024-03-289484313', '7991294739', '8196208909', '8184188579', '8445448606', '8082671335', '8020418620', '8454009318', '8039551980', '8061405061', '8018208696', '7958240521', '8467965649', '8467281803', '7923199707', '8051677729', '7922588466', '8180693737', '8403349504', '8467474796', '8382687317', '8453150445', '8202233106', '8081878544', '8271768838', '8418062057', '8018987683', '8295020281', '8468587373', '8442896356', '8318209813', '8453030682', '8133430203', '8467205924', '8021614825', '8453755800', '8261146769', '8425432971', '8003114571', '8005868930', '7923084591', '8040866281', '8295745862', '8467746721', '8187123704', '8150698078', '8401852823', '8450950957', '8018723124', '8021632372', '7923372226', '8084114938', '8470255732', '8018428158', '8084252733', '8218525898', '8349495913', '8222313033']"
192,Senegal,14.4750607,-14.4529612,31.0,30.0,"['nyt://article/1e6e59ac-8865-5109-931d-6c231cdeef2d', 'nyt://article/026ecb49-8d33-55d5-8d3a-010109931560', 'nyt://article/319ca53c-7212-54d1-8c16-e1bef283a28a', 'nyt://article/56d1f933-062c-54c1-9f34-017323358de6', 'nyt://article/42a46de1-94a2-586b-92d6-08326bd66f87', 'nyt://article/d01dffe3-9c74-551b-bbbf-eac1e1c17319', 'nyt://interactive/02eddc3a-9f3f-5bcf-be6e-4544b9394e12', 'nyt://article/86adb88f-b177-55d5-b0bf-6f9391303ea7', 'nyt://interactive/ae33a77a-7002-542b-af09-9fb0ece51b01', 'nyt://article/09ee7f81-a9b9-5fe4-a78b-da4d4e7b495d', 'nyt://article/af799cee-5530-508a-9151-4ea8953969ad', 'nyt://interactive/0a438c12-d60f-52a4-be3d-ca4aaf493aad', 'nyt://article/67c29b7e-8ad5-5099-b50b-1027ad7b60ff', 'nyt://article/25c568a2-c3bd-58be-9108-e1b3ef155935', 'nyt://article/aff52961-1420-59c3-9d68-ae0ca6ed4b35', 'nyt://article/be9862b9-e089-518f-9928-6bf066640bad', 'nyt://article/7564d810-e528-5cd2-b6c9-39811c950316', 'nyt://article/8e4572aa-3f98-5f36-a53d-294c01f5d049', 'nyt://article/28fc294a-795f-5bcb-9d76-5565f80db9b7', 'nyt://article/f32ede2b-e191-5498-b2a2-ddce162b78e5', 'nyt://article/f6923802-fb06-5bf1-8ead-a4e239606616', 'nyt://article/a574a94c-5c5c-5358-9a91-cd7d6eca9dbe', 'nyt://article/65a432cf-164d-579b-943e-0cac4afc63be', 'nyt://article/115ae2a3-1305-5cf4-bacf-a292dd0026fb', 'nyt://article/581452e5-8317-5dfd-b49d-328fabea1e95', 'nyt://article/cb17eb23-882d-5d61-95e9-070a515e4bf4', 'nyt://article/0458933d-2f48-596d-9dbe-2a5b713710ac', 'nyt://article/cae1375e-ed0c-5637-8ea3-dbbd109743e6', 'nyt://article/b17e0ca8-fd67-5be5-9a3d-1a0d161b29f1', 'nyt://article/723c629a-f0b7-59c1-98e3-c4e94d17b324', 'nyt://article/e4c8f782-713d-524d-839c-27ac65c932c9']","['8048780651', '8467064560', '8226567397', '8015690105', '7963362600', '8290861956', '2024-02-254770553', '8062345809', '8119153621', '8045548137', '8046770005', '8234808510', '8164083316', '8050741336', '7973748729', '8060780065', '7943986493', '7966310599', '7926853508', '7969990545', '8433944271', '8227205228', '7982074919', '7964558677', '7927847804', '7983977303', '8044881645', '7916296467', '8315370911', '8029610437']"
193,Serbia,44.024322850000004,21.07657433209902,16.0,73.0,"['nyt://article/2187aea6-d107-53c2-b3c7-a7316007cf63', 'nyt://article/66554e8d-9278-5135-85e9-0bb9bc3cdca4', 'nyt://article/078dd29a-6089-5dc9-b00b-7239bb30017e', 'nyt://article/b27d8d10-375a-5103-8234-850daf3f52fe', 'nyt://article/6ea29c40-ab40-5905-97e7-f307430c83e2', 'nyt://article/33906247-b1e4-5293-a066-173ecbc8daf2', 'nyt://article/6838f4dd-1815-52b9-8c32-0e30f44d5ccd', 'nyt://article/cf756e13-404f-5e18-bb8f-c0165f17ba19', 'nyt://article/5f3d5d91-3d39-57d5-b632-50dc1ceea625', 'nyt://article/09ef51f7-0c19-5309-ad04-4553df2f3b86', 'nyt://article/c81db80b-5820-56a0-b426-1466f04cc2a4', 'nyt://article/cd09f73d-6b9e-566c-ae88-923092ce703f', 'nyt://article/8d7b34a3-3907-57bb-a005-4dd312a2234e', 'nyt://article/640afc5a-2377-5ecf-a8b0-028a5a47363a', 'nyt://article/15f3afe3-9972-586e-aa7c-0175ec333618', 'nyt://article/a1b8ba8f-727d-5274-8b26-24be3751e1ea']","['8201399567', '8429596388', '7984000141', '8352193008', '8233287830', '8249613535', '8232717787', '8030404058', '8118900891', '8367880300', '8432030618', '8181181577', '8362307830', '7965731911', '7969957782', '8437357386', '8187232394', '8464104116', '8230127301', '8268902055', '8187779920', '8230127304', '8180857263', '8180912892', '8120837429', '8299442757', '8201618215', '7968792750', '8055282545', '8194322812', '8431731132', '7970770303', '8326119011', '8223816577', '8228689481', '8022818641', '8195344878', '8142527340', '2024-11-533780698', '8436303814', '8280321843', '8268379549', '8195350855', '7916296471', '7989739981', '8451325413', '8196430649', '8268961948', '8195662065', '8297782499', '8435569604', '8029075142', '8001568543', '8392311601', '8248968493', '8090564553', '8318506909', '8084091634', '8186618275', '8186295713', '8062491251', '8187271201', '8108412088', '8440518148', '8247526060', '8180215495', '2024-06-395877363', '8402257485', '7984895223', '8055343723', '8242964775', '8321194242', '8016180569']"
194,Sierra Leone,8.6400349,-11.8400269,4.0,0.0,"['nyt://article/6a7701e1-8497-56c5-941a-b60f7bb87839', 'nyt://article/36e8adce-7862-5060-a20d-0bde50e726e5', 'nyt://article/dd723a84-c83d-56c7-99df-395b4e375a0d', 'nyt://article/f99ea5a2-b950-53f2-99f7-5ee1473fed0f']",[]
195,Singapore,1.357107,103.8194992,37.0,54.0,"['nyt://article/9bf280d7-f0d6-5430-b828-cec0513e8c0c', 'nyt://article/71c665d7-6298-5bf7-aad5-dea7a4b280d3', 'nyt://article/a339000d-0591-56b5-9ba5-1f7669bd697d', 'nyt://article/07f366b7-d5de-57fd-ae09-c754d1803bda', 'nyt://article/105a0c78-f43e-54b9-94b5-191dde9d3001', 'nyt://article/f0188807-c960-588b-845c-c9cd1030a05b', 'nyt://article/b76ea1ba-2191-5f8d-8758-f125e627cda8', 'nyt://article/2056f44d-6203-5d2a-b961-7828f2fbd221', 'nyt://article/4b18d6a1-42c5-5636-af03-4471b4d443ba', 'nyt://article/eb0ac650-0629-5d44-acc8-67e5e0fd86cb', 'nyt://video/78d06ba0-5fd6-517f-9a1c-182ba6ed90bf', 'nyt://article/d003ac59-af97-5333-817e-38366c4cdffb', 'nyt://article/711ef17f-be7f-5ad1-81b7-cfc6a5f104a7', 'nyt://article/ff0cd78a-5d59-5477-96f6-eaad7bdf7a2c', 'nyt://article/ece17da5-7804-5360-9e39-d3eafca38488', 'nyt://article/943d00b8-9a4f-5781-bcff-0a4f14f18be8', 'nyt://article/eb11da4a-9be4-5d73-b108-4660bbddaefa', 'nyt://article/cde83fff-6b10-5e1f-ae26-4f7fda1d44e0', 'nyt://video/42a74faf-a4fc-50c6-958d-571b441912e2', 'nyt://article/089fe88e-c306-52e9-82e3-a2382f16c07f', 'nyt://interactive/d5d460ca-b437-599b-a886-ec5fc49a6fb0', 'nyt://article/34b6b2a5-b81f-56ea-b441-06d47766a1d3', 'nyt://article/2270fd00-0839-5a2a-a888-cddf2a21b442', 'nyt://article/bea61699-24f2-5265-a22f-9076f851ca5a', 'nyt://article/70455c3c-18ed-50ec-955f-042f0b64f9ed', 'nyt://article/ba2e348f-855b-5310-8221-f248627a6608', 'nyt://article/83a24ff1-c694-5b58-bdf5-5287726a06fe', 'nyt://article/04d2ab3b-b1fd-5b38-9f71-58b7edc76244', 'nyt://article/bd2dbb2e-f314-5af6-a331-7eb782e67a06', 'nyt://article/43f880d6-03ce-5e02-bf69-2986df4f039a', 'nyt://article/df5c4fe3-a89d-5151-9248-789f35ce73e7', 'nyt://article/dc0f190c-00da-58df-94af-fb94edf0ee38', 'nyt://article/d872b2d5-6c9b-5dd7-8ed4-8b80b9bbfff2', 'nyt://article/0d377b00-06f1-5a5d-89b8-c071e6df73cc', 'nyt://article/5d337a61-d296-5609-b528-f83acda54d4f', 'nyt://article/0015a9d1-8603-5a53-be8f-35b8809221a8', 'nyt://article/3cb4a676-e18d-5208-94aa-03640db9c942']","['8448970216', '8437111387', '7991576640', '8147941469', '8316275566', '8140272982', '8446509446', '7935301280', '8030734337', '8431612509', '8454707606', '8332936411', '8450005805', '8329784720', '8403527737', '8012571992', '8138541222', '8088025355', '8431122992', '8420803855', '8140025899', '8452458718', '8458710001', '8141865241', '8434941473', '8447137808', '8428636064', '8441658217', '8332677380', '8429807396', '8428195948', '8463061724', '8452339030', '8444248733', '8437758585', '8183195354', '8429350880', '8431736030', '8440699317', '8436258942', '8431997603', '8454036830', '8405787870', '8339311355', '8441794012', '8277569678', '8448328980', '8014312314', '8088872718', '8453334631', '8157293537', '8447849352', '8439976454', '8427670603']"
196,Slovakia,48.7411522,19.4528646,24.0,32.0,"['nyt://article/d451b57d-011d-5db3-95d1-82ac59041db1', 'nyt://article/19e610c5-58ea-5308-92a0-64e13874e2bd', 'nyt://article/47fca480-846e-59a8-9193-84cb2f244611', 'nyt://article/57eef80f-d543-5eca-9996-07adcd2af564', 'nyt://article/6eae42d5-f0cb-5dff-83ed-b762bab8194f', 'nyt://article/a74f789d-8046-58b7-8ac6-4e652ab4b473', 'nyt://article/892cd767-b5f1-53ee-9b28-6003c5c4e361', 'nyt://article/38759ce7-5064-5866-b3f4-21a956e82677', 'nyt://article/5d5894a8-2d73-5a32-8f07-e6b96339cf5e', 'nyt://article/3d6c489f-840d-554a-a4b2-97d9da868e42', 'nyt://article/e3e6775f-9711-5ffc-b8e6-a00683573fbe', 'nyt://article/5b851a33-2f50-5b0a-8738-cefdecb4b457', 'nyt://article/bbfae0d6-4d3e-5b9b-b914-041d2cbbf485', 'nyt://article/267ed7bd-ffe0-5f76-ac33-2b7a1c428dd2', 'nyt://article/f6e4fdcb-a9c9-5ef8-9253-67dfcfef0d9c', 'nyt://article/e272dcb7-1efc-5b71-8ba8-6a9bf138362c', 'nyt://article/7f7290ef-6ebb-5c96-b932-723072c563bf', 'nyt://article/b8e27ab6-c83a-5c19-baaa-56792468f280', 'nyt://article/1e9ad389-0b27-5e2c-9e8c-c6ca7b3e9a27', 'nyt://article/7c2b8038-0f3b-5100-b507-b69677f87c92', 'nyt://article/48ee99e1-6659-5fda-96c0-f0447d0b13e9', 'nyt://article/c70e54df-f6b2-5fae-b1ba-cc9c1b9c41e9', 'nyt://article/30e09d65-497e-5684-b231-334b54cb96e2', 'nyt://video/a7816855-6222-55d6-a651-09deb7a9d6d8']","['7949990946', '8297897747', '8131636316', '8451717531', '8268549344', '8129775689', '8136752964', '8134071990', '8438689050', '8242943192', '8091963312', '8229618692', '8131246975', '8129430082', '8033491609', '7959184276', '8135817509', '8130921246', '8253520905', '8029460679', '8297833892', '8339561244', '8217017763', '8416165737', '8273428654', '8132402490', '8044274466', '8180516076', '8255798460', '8130129300', '8129373254', '8480917112']"
197,Slovenia,46.1199444,14.8153333,5.0,39.0,"['nyt://article/081caf13-8311-55ba-b659-845d5f7491d1', 'nyt://interactive/4ef0fac9-68ae-537f-ac7b-e165411fcc5c', 'nyt://article/213d5466-cd4a-5658-9eed-1741071e602a', 'nyt://article/6a3de4ce-1ef0-585f-a31b-d1c5b85f149c', 'nyt://article/15f3afe3-9972-586e-aa7c-0175ec333618']","['8201399567', '8146918694', '8393466976', '8348564656', '8205100004', '8238589534', '8161806864', '8140592759', '2024-12-565625961', '8207968239', '8223936221', '8230206971', '8163885829', '8180778727', '7948241674', '7946433286', '8433697736', '8342259767', '8195344878', '8109853344', '8460034968', '7935141178', '7916353851', '8014918032', '8195350855', '8267305459', '8195662065', '8477062989', '8082606096', '8367884457', '8187271201', '8317911341', '7936229537', '8312037729', '8324630225', '8250261999', '8223625714', '8380845599', '8242964775']"
198,Somalia,8.3676771,49.083416,19.0,28.0,"['nyt://article/b189b435-4f1b-5e47-b593-c054b411d6cd', 'nyt://article/f99ea5a2-b950-53f2-99f7-5ee1473fed0f', 'nyt://article/b76ea1ba-2191-5f8d-8758-f125e627cda8', 'nyt://article/f8e79d49-74f2-5ed2-b594-56ad8352f060', 'nyt://article/03b38b49-551c-5f65-bd95-2f5ce8e3b7d0', 'nyt://article/193bd420-6111-5784-8133-45636273ed2d', 'nyt://article/bbca8721-4009-5163-ac71-5c7e3c12b7ad', 'nyt://article/2a8ab779-be14-56ef-8d13-0bed9dae62bb', 'nyt://article/6c2846c6-28b2-57cd-ab21-05575df02d7c', 'nyt://article/c185a3a5-c6d8-5e03-85ff-746107aab7dc', 'nyt://article/e6ed5e1b-9db5-501a-bef6-43d1ae25b409', 'nyt://article/0b423d5d-4128-55bd-9bec-9f6e63c26311', 'nyt://article/9a6d6061-31b3-5e0a-a9c9-9a63f5128c67', 'nyt://article/4b6be870-e67c-5217-98a5-4785a2d805d2', 'nyt://article/edf6515e-6179-5c5f-b920-2b9b4b47cc58', 'nyt://article/44224333-5067-53bc-96ac-c008b8e001f4', 'nyt://article/1a870742-7dc9-5dff-be4d-eb18e5fe5256', 'nyt://article/23b21af2-b2fa-5763-8f73-eba2f4d72e55', 'nyt://article/1598846a-ab54-5947-9040-38ade1bbd76b']","['8010399847', '8144183519', '8030284847', '8248807652', '8363916678', '7935752398', '7919506220', '8122680343', '8230004506', '8225517059', '8172553464', '8426091509', '8150698078', '8039356659', '8029419075', '7913740308', '8242930708', '8321677642', '7967119656', '8284456657', '8032836728', '8257997700', '8321773673', '8117904339', '7974532969', '7927746016', '7914376157', '7919161992']"
